#UniProt1 UniProt2 pdbhit1 pdbhit2 identity1 identity2
P03915 Q86Y39 5o31_K 5o31_U 70.0 72.3
P03915 Q86Y39 5lc5_L 5lc5_Y 70.1 71.7
P03915 Q86Y39 6q9b_F 6q9b_I 69.9 70.0
P03915 Q86Y39 6qa9_V 6qa9_Y 69.9 70.0
P03915 Q86Y39 6qbx_QA 6qbx_TA 69.9 70.0
P03915 Q86Y39 6qc2_E 6qc2_H 69.9 70.0
P03915 Q86Y39 6qc3_PA 6qc3_SA 69.9 70.0
P03915 Q86Y39 6qc4_Y 6qc4_BA 69.9 70.0
P03915 Q86Y39 6qc5_W 6qc5_Z 69.9 70.0
P03915 Q86Y39 6qc6_V 6qc6_Y 69.9 70.0
P03915 Q86Y39 6qc7_V 6qc7_Y 69.9 70.0
P03915 Q86Y39 6qc8_V 6qc8_Y 69.9 70.0
P03915 Q86Y39 5gup_LA 5gup_V 72.0 69.5
P03915 Q86Y39 6g2j_L 6g2j_Y 64.9 64.5
P03915 Q86Y39 6g72_L 6g72_Y 64.9 64.5
P03915 Q9NX14 5ldw_L 5ldw_GA 70.0 86.3
P03915 Q9NX14 5o31_K 5o31_AA 70.0 86.3
P03915 Q9NX14 5lc5_L 5lc5_GA 70.1 85.0
P03915 Q9NX14 5lnk_M 5lnk_KA 69.9 86.3
P03915 Q9NX14 6qa9_V 6qa9_PA 69.9 86.3
P03915 Q9NX14 6qc3_PA 6qc3_JB 69.9 86.3
P03915 Q9NX14 6qc4_Y 6qc4_SA 69.9 86.3
P03915 Q9NX14 6qc5_W 6qc5_PA 69.9 86.3
P03915 Q9NX14 6qc6_V 6qc6_PA 69.9 86.3
P03915 Q9NX14 6qc7_V 6qc7_PA 69.9 86.3
P03915 Q9NX14 6g2j_L 6g2j_GA 64.9 76.5
P03915 Q9NX14 6g72_L 6g72_GA 64.9 76.5
P03915 Q9Y6M9 5xtc_T 5xtc_X 99.5 100.0
P03915 Q9Y6M9 5xtd_JA 5xtd_NA 99.5 100.0
P03915 Q9Y6M9 5xth_JA 5xth_NA 99.5 100.0
P03915 Q9Y6M9 5ldw_L 5ldw_NA 70.0 92.1
P03915 Q9Y6M9 5o31_K 5o31_RA 70.0 91.0
P03915 Q9Y6M9 5lc5_L 5lc5_NA 70.1 92.1
P03915 Q9Y6M9 5lnk_M 5lnk_HA 69.9 89.3
P03915 Q9Y6M9 6q9b_F 6q9b_W 69.9 89.3
P03915 Q9Y6M9 6qa9_V 6qa9_MA 69.9 89.3
P03915 Q9Y6M9 6qbx_QA 6qbx_GB 69.9 89.3
P03915 Q9Y6M9 6qc2_E 6qc2_V 69.9 89.3
P03915 Q9Y6M9 6qc3_PA 6qc3_GB 69.9 89.3
P03915 Q9Y6M9 6qc4_Y 6qc4_PA 69.9 89.3
P03915 Q9Y6M9 6qc5_W 6qc5_MA 69.9 89.3
P03915 Q9Y6M9 6qc6_V 6qc6_MA 69.9 89.3
P03915 Q9Y6M9 6qc7_V 6qc7_MA 69.9 89.3
P03915 Q9Y6M9 6qc8_V 6qc8_MA 69.9 89.3
P03915 Q9Y6M9 5gup_LA 5gup_PA 72.0 91.6
P03915 Q9Y6M9 6g2j_L 6g2j_NA 64.9 87.1
P03915 Q9Y6M9 6g72_L 6g72_NA 64.9 87.1
P03923 Q16795 5xtd_KA 5xtd_I 99.4 100.0
P03923 Q16795 5xth_KA 5xth_I 99.4 100.0
P03923 Q16795 6qc5_U 6qc5_K 60.9 82.0
P03923 Q16795 5gup_MA 5gup_L 58.4 81.4
P03923 Q16795 6g2j_J 6g2j_P 53.6 78.5
P03923 Q9P0J0 5xtc_U 5xtc_E 99.4 100.0
P03923 Q9P0J0 5xtd_KA 5xtd_U 99.4 100.0
P03923 Q9P0J0 5xth_KA 5xth_U 99.4 100.0
P03923 Q9P0J0 5ldw_J 5ldw_Z 62.1 82.6
P03923 Q9P0J0 5o31_I 5o31_SA 62.1 86.9
P03923 Q9P0J0 5lnk_N 5lnk_EA 60.9 83.2
P03923 Q9P0J0 6q9b_D 6q9b_T 60.9 83.2
P03923 Q9P0J0 6qa9_T 6qa9_JA 60.9 83.2
P03923 Q9P0J0 6qbx_OA 6qbx_LA 60.9 83.2
P03923 Q9P0J0 6qc2_C 6qc2_S 60.9 83.2
P03923 Q9P0J0 6qc3_NA 6qc3_DB 60.9 83.2
P03923 Q9P0J0 6qc4_W 6qc4_MA 60.9 83.2
P03923 Q9P0J0 6qc5_U 6qc5_R 60.9 83.2
P03923 Q9P0J0 6qc6_T 6qc6_JA 60.9 83.2
P03923 Q9P0J0 6qc7_T 6qc7_JA 60.9 83.2
P03923 Q9P0J0 6qc8_T 6qc8_JA 60.9 83.2
P03923 Q9P0J0 5lc5_J 5lc5_Z 61.8 82.6
P03923 Q9P0J0 5gup_MA 5gup_W 58.4 86.8
P03923 Q9P0J0 6g2j_J 6g2j_Z 53.6 83.3
P03923 Q9P0J0 6g72_J 6g72_Z 53.6 83.3
P03928 P24539 6j5i_T 6j5i_L 44.8 87.1
P03928 P24539 6j5j_T 6j5j_L 44.8 87.1
P03928 Q96IX5 6j5i_T 6j5i_R 44.8 92.9
P03928 Q96IX5 6j5j_T 6j5j_R 44.8 92.9
P04181 P17612 5x3f_A 5x3f_B 33.4 97.3
P04181 Q09013 5x3f_A 5x3f_B 33.4 35.6
P05108 P10109 3n9y_A 3n9y_C 100.0 100.0
P05108 P10109 3n9y_B 3n9y_D 100.0 100.0
P05108 P10109 3n9z_A 3n9z_C 100.0 100.0
P05108 P10109 3n9z_B 3n9z_D 100.0 100.0
P05108 P10109 3na1_A 3na1_C 100.0 100.0
P05108 P10109 3na1_B 3na1_D 100.0 100.0
P05108 P10109 3na0_A 3na0_C 100.0 100.0
P05108 P10109 3na0_B 3na0_D 100.0 100.0
P05108 Q6P4F2 3n9y_A 3n9y_C 100.0 40.6
P05108 Q6P4F2 3n9y_B 3n9y_D 100.0 40.6
P05108 Q6P4F2 3n9z_A 3n9z_C 100.0 40.6
P05108 Q6P4F2 3n9z_B 3n9z_D 100.0 40.6
P05108 Q6P4F2 3na1_A 3na1_C 100.0 40.6
P05108 Q6P4F2 3na1_B 3na1_D 100.0 40.6
P05108 Q6P4F2 3na0_A 3na0_C 100.0 45.6
P05108 Q6P4F2 3na0_B 3na0_D 100.0 45.6
P05165 P05166 3n6r_A 3n6r_B 51.5 66.3
P05165 P05166 3n6r_A 3n6r_D 51.5 66.3
P05165 P05166 3n6r_C 3n6r_D 51.5 66.3
P05165 P05166 3n6r_C 3n6r_F 51.5 66.3
P05165 P05166 3n6r_E 3n6r_B 51.5 66.3
P05165 P05166 3n6r_E 3n6r_F 51.5 66.3
P05165 P05166 3n6r_G 3n6r_H 51.5 66.3
P05165 P05166 3n6r_G 3n6r_L 51.5 66.3
P05165 P05166 3n6r_I 3n6r_H 51.5 66.3
P05165 P05166 3n6r_I 3n6r_J 51.5 66.3
P05165 P05166 3n6r_K 3n6r_J 51.5 66.3
P05165 P05166 3n6r_K 3n6r_L 51.5 66.3
P05165 P11498 3u9s_A 3u9s_C 40.2 46.2
P05165 P11498 3u9s_A 3u9s_E 40.2 46.2
P05165 P11498 3u9s_C 3u9s_A 40.2 46.2
P05165 P11498 3u9s_C 3u9s_E 40.2 46.2
P05165 P11498 3u9s_E 3u9s_A 40.2 46.2
P05165 P11498 3u9s_E 3u9s_C 40.2 46.2
P05165 P11498 3u9s_G 3u9s_I 40.2 46.2
P05165 P11498 3u9s_G 3u9s_K 40.2 46.2
P05165 P11498 3u9s_I 3u9s_G 40.2 46.2
P05165 P11498 3u9s_I 3u9s_K 40.2 46.2
P05165 P11498 3u9s_K 3u9s_G 40.2 46.2
P05165 P11498 3u9s_K 3u9s_I 40.2 46.2
P05165 P11498 4hr7_A 4hr7_C 49.1 43.8
P05165 P11498 4hr7_A 4hr7_E 49.1 43.8
P05165 P11498 4hr7_A 4hr7_F 49.1 43.8
P05165 P11498 4hr7_C 4hr7_A 49.1 43.8
P05165 P11498 4hr7_C 4hr7_E 49.1 43.8
P05165 P11498 4hr7_C 4hr7_F 49.1 43.8
P05165 P11498 4hr7_E 4hr7_A 49.1 43.8
P05165 P11498 4hr7_E 4hr7_C 49.1 43.8
P05165 P11498 4hr7_E 4hr7_F 49.1 43.8
P05165 P11498 4hr7_F 4hr7_A 49.1 43.8
P05165 P11498 4hr7_F 4hr7_C 49.1 43.8
P05165 P11498 4hr7_F 4hr7_E 49.1 43.8
P05165 P11498 5ks8_A 5ks8_B 41.8 40.6
P05165 P11498 5ks8_A 5ks8_C 41.8 31.3
P05165 P11498 5ks8_A 5ks8_E 41.8 31.3
P05165 P11498 5ks8_A 5ks8_D 41.8 31.3
P05165 P11498 5ks8_A 5ks8_F 41.8 31.3
P05165 P11498 5ks8_B 5ks8_A 41.8 40.6
P05165 P11498 5ks8_B 5ks8_C 41.8 31.3
P05165 P11498 5ks8_B 5ks8_E 41.8 31.3
P05165 P11498 5ks8_B 5ks8_D 41.8 31.3
P05165 P11498 5ks8_B 5ks8_F 41.8 31.3
P05165 Q13085 3u9s_A 3u9s_C 40.2 30.9
P05165 Q13085 3u9s_A 3u9s_E 40.2 30.9
P05165 Q13085 3u9s_C 3u9s_A 40.2 30.9
P05165 Q13085 3u9s_C 3u9s_E 40.2 30.9
P05165 Q13085 3u9s_E 3u9s_A 40.2 30.9
P05165 Q13085 3u9s_E 3u9s_C 40.2 30.9
P05165 Q13085 3u9s_G 3u9s_I 40.2 30.9
P05165 Q13085 3u9s_G 3u9s_K 40.2 30.9
P05165 Q13085 3u9s_I 3u9s_G 40.2 30.9
P05165 Q13085 3u9s_I 3u9s_K 40.2 30.9
P05165 Q13085 3u9s_K 3u9s_G 40.2 30.9
P05165 Q13085 3u9s_K 3u9s_I 40.2 30.9
P05165 Q13085 4hr7_A 4hr7_C 49.1 31.8
P05165 Q13085 4hr7_A 4hr7_E 49.1 31.8
P05165 Q13085 4hr7_A 4hr7_F 49.1 31.8
P05165 Q13085 4hr7_C 4hr7_A 49.1 31.8
P05165 Q13085 4hr7_C 4hr7_E 49.1 31.8
P05165 Q13085 4hr7_C 4hr7_F 49.1 31.8
P05165 Q13085 4hr7_E 4hr7_A 49.1 31.8
P05165 Q13085 4hr7_E 4hr7_C 49.1 31.8
P05165 Q13085 4hr7_E 4hr7_F 49.1 31.8
P05165 Q13085 4hr7_F 4hr7_A 49.1 31.8
P05165 Q13085 4hr7_F 4hr7_C 49.1 31.8
P05165 Q13085 4hr7_F 4hr7_E 49.1 31.8
P05165 Q13085 5ks8_A 5ks8_B 41.8 33.2
P05165 Q13085 5ks8_B 5ks8_A 41.8 33.2
P05165 Q96RQ3 3u9s_A 3u9s_C 40.2 45.6
P05165 Q96RQ3 3u9s_A 3u9s_E 40.2 45.6
P05165 Q96RQ3 3u9s_C 3u9s_A 40.2 45.6
P05165 Q96RQ3 3u9s_C 3u9s_E 40.2 45.6
P05165 Q96RQ3 3u9s_E 3u9s_A 40.2 45.6
P05165 Q96RQ3 3u9s_E 3u9s_C 40.2 45.6
P05165 Q96RQ3 3u9s_G 3u9s_I 40.2 45.6
P05165 Q96RQ3 3u9s_G 3u9s_K 40.2 45.6
P05165 Q96RQ3 3u9s_I 3u9s_G 40.2 45.6
P05165 Q96RQ3 3u9s_I 3u9s_K 40.2 45.6
P05165 Q96RQ3 3u9s_K 3u9s_G 40.2 45.6
P05165 Q96RQ3 3u9s_K 3u9s_I 40.2 45.6
P05165 Q96RQ3 4hr7_A 4hr7_C 49.1 47.7
P05165 Q96RQ3 4hr7_A 4hr7_E 49.1 47.7
P05165 Q96RQ3 4hr7_A 4hr7_F 49.1 47.7
P05165 Q96RQ3 4hr7_C 4hr7_A 49.1 47.7
P05165 Q96RQ3 4hr7_C 4hr7_E 49.1 47.7
P05165 Q96RQ3 4hr7_C 4hr7_F 49.1 47.7
P05165 Q96RQ3 4hr7_E 4hr7_A 49.1 47.7
P05165 Q96RQ3 4hr7_E 4hr7_C 49.1 47.7
P05165 Q96RQ3 4hr7_E 4hr7_F 49.1 47.7
P05165 Q96RQ3 4hr7_F 4hr7_A 49.1 47.7
P05165 Q96RQ3 4hr7_F 4hr7_C 49.1 47.7
P05165 Q96RQ3 4hr7_F 4hr7_E 49.1 47.7
P05165 Q96RQ3 5ks8_A 5ks8_B 41.8 40.5
P05165 Q96RQ3 5ks8_A 5ks8_C 41.8 36.8
P05165 Q96RQ3 5ks8_A 5ks8_E 41.8 36.8
P05165 Q96RQ3 5ks8_A 5ks8_D 41.8 36.8
P05165 Q96RQ3 5ks8_A 5ks8_F 41.8 36.8
P05165 Q96RQ3 5ks8_B 5ks8_A 41.8 40.5
P05165 Q96RQ3 5ks8_B 5ks8_C 41.8 36.8
P05165 Q96RQ3 5ks8_B 5ks8_E 41.8 36.8
P05165 Q96RQ3 5ks8_B 5ks8_D 41.8 36.8
P05165 Q96RQ3 5ks8_B 5ks8_F 41.8 36.8
P05165 Q9HCC0 3n6r_A 3n6r_B 51.5 32.9
P05165 Q9HCC0 3n6r_A 3n6r_D 51.5 32.9
P05165 Q9HCC0 3n6r_C 3n6r_D 51.5 32.9
P05165 Q9HCC0 3n6r_C 3n6r_F 51.5 32.9
P05165 Q9HCC0 3n6r_E 3n6r_B 51.5 32.9
P05165 Q9HCC0 3n6r_E 3n6r_F 51.5 32.9
P05165 Q9HCC0 3n6r_G 3n6r_H 51.5 32.9
P05165 Q9HCC0 3n6r_G 3n6r_L 51.5 32.9
P05165 Q9HCC0 3n6r_I 3n6r_H 51.5 32.9
P05165 Q9HCC0 3n6r_I 3n6r_J 51.5 32.9
P05165 Q9HCC0 3n6r_K 3n6r_J 51.5 32.9
P05165 Q9HCC0 3n6r_K 3n6r_L 51.5 32.9
P05165 Q9HCC0 3u9s_A 3u9s_B 40.2 65.1
P05165 Q9HCC0 3u9s_A 3u9s_F 40.2 65.1
P05165 Q9HCC0 3u9s_A 3u9s_H 40.2 65.1
P05165 Q9HCC0 3u9s_C 3u9s_B 40.2 65.1
P05165 Q9HCC0 3u9s_C 3u9s_D 40.2 65.1
P05165 Q9HCC0 3u9s_E 3u9s_D 40.2 65.1
P05165 Q9HCC0 3u9s_E 3u9s_F 40.2 65.1
P05165 Q9HCC0 3u9s_G 3u9s_H 40.2 65.1
P05165 Q9HCC0 3u9s_G 3u9s_L 40.2 65.1
P05165 Q9HCC0 3u9s_I 3u9s_H 40.2 65.1
P05165 Q9HCC0 3u9s_I 3u9s_J 40.2 65.1
P05165 Q9HCC0 3u9s_K 3u9s_J 40.2 65.1
P05165 Q9HCC0 3u9s_K 3u9s_L 40.2 65.1
P05165 Q9HCC0 3u9t_A 3u9t_B 40.2 65.1
P05166 P11498 3n6r_B 3n6r_A 66.3 42.3
P05166 P11498 3n6r_B 3n6r_E 66.3 42.3
P05166 P11498 3n6r_D 3n6r_A 66.3 42.3
P05166 P11498 3n6r_D 3n6r_C 66.3 42.3
P05166 P11498 3n6r_F 3n6r_C 66.3 42.3
P05166 P11498 3n6r_F 3n6r_E 66.3 42.3
P05166 P11498 3n6r_H 3n6r_G 66.3 42.3
P05166 P11498 3n6r_H 3n6r_I 66.3 42.3
P05166 P11498 3n6r_J 3n6r_I 66.3 42.3
P05166 P11498 3n6r_J 3n6r_K 66.3 42.3
P05166 P11498 3n6r_L 3n6r_G 66.3 42.3
P05166 P11498 3n6r_L 3n6r_K 66.3 42.3
P05166 Q96RQ3 3n6r_B 3n6r_A 66.3 40.9
P05166 Q96RQ3 3n6r_B 3n6r_E 66.3 40.9
P05166 Q96RQ3 3n6r_D 3n6r_A 66.3 40.9
P05166 Q96RQ3 3n6r_D 3n6r_C 66.3 40.9
P05166 Q96RQ3 3n6r_F 3n6r_C 66.3 40.9
P05166 Q96RQ3 3n6r_F 3n6r_E 66.3 40.9
P05166 Q96RQ3 3n6r_H 3n6r_G 66.3 40.9
P05166 Q96RQ3 3n6r_H 3n6r_I 66.3 40.9
P05166 Q96RQ3 3n6r_J 3n6r_I 66.3 40.9
P05166 Q96RQ3 3n6r_J 3n6r_K 66.3 40.9
P05166 Q96RQ3 3n6r_L 3n6r_G 66.3 40.9
P05166 Q96RQ3 3n6r_L 3n6r_K 66.3 40.9
P05166 Q9HCC0 3n6r_B 3n6r_D 66.3 32.9
P05166 Q9HCC0 3n6r_B 3n6r_F 66.3 32.9
P05166 Q9HCC0 3n6r_B 3n6r_J 66.3 32.9
P05166 Q9HCC0 3n6r_B 3n6r_L 66.3 32.9
P05166 Q9HCC0 3n6r_D 3n6r_B 66.3 32.9
P05166 Q9HCC0 3n6r_D 3n6r_F 66.3 32.9
P05166 Q9HCC0 3n6r_D 3n6r_H 66.3 32.9
P05166 Q9HCC0 3n6r_D 3n6r_L 66.3 32.9
P05166 Q9HCC0 3n6r_F 3n6r_B 66.3 32.9
P05166 Q9HCC0 3n6r_F 3n6r_D 66.3 32.9
P05166 Q9HCC0 3n6r_F 3n6r_H 66.3 32.9
P05166 Q9HCC0 3n6r_F 3n6r_J 66.3 32.9
P05166 Q9HCC0 3n6r_H 3n6r_D 66.3 32.9
P05166 Q9HCC0 3n6r_H 3n6r_F 66.3 32.9
P05166 Q9HCC0 3n6r_H 3n6r_J 66.3 32.9
P05166 Q9HCC0 3n6r_H 3n6r_L 66.3 32.9
P05166 Q9HCC0 3n6r_J 3n6r_B 66.3 32.9
P05166 Q9HCC0 3n6r_J 3n6r_F 66.3 32.9
P05166 Q9HCC0 3n6r_J 3n6r_H 66.3 32.9
P05166 Q9HCC0 3n6r_J 3n6r_L 66.3 32.9
P05166 Q9HCC0 3n6r_L 3n6r_B 66.3 32.9
P05166 Q9HCC0 3n6r_L 3n6r_D 66.3 32.9
P05166 Q9HCC0 3n6r_L 3n6r_H 66.3 32.9
P05166 Q9HCC0 3n6r_L 3n6r_J 66.3 32.9
P05496 P30049 2xnd_M 2xnd_H 100.0 94.7
P05496 P30049 2xnd_O 2xnd_H 100.0 94.7
P05496 P30049 2xnd_N 2xnd_H 100.0 94.7
P05496 P30049 2xnd_Q 2xnd_H 100.0 94.7
P05496 P30049 2xnd_P 2xnd_H 100.0 94.7
P05496 P30049 6j5i_AA 6j5i_I 98.6 92.4
P05496 P30049 6j5i_BA 6j5i_I 98.6 92.4
P05496 P30049 6j5i_CA 6j5i_I 98.6 92.4
P05496 P30049 6j5i_V 6j5i_I 98.6 92.4
P05496 P30049 6j5j_AA 6j5j_I 98.6 92.4
P05496 P30049 6j5j_W 6j5j_I 98.6 92.4
P05496 P30049 6j5j_Y 6j5j_I 98.6 92.4
P05496 P30049 6j5j_X 6j5j_I 98.6 92.4
P05496 P30049 6j5j_Z 6j5j_I 98.6 92.4
P05496 P36542 2xnd_J 2xnd_G 100.0 91.5
P05496 P36542 2xnd_Q 2xnd_G 100.0 91.5
P05496 P36542 6j5i_W 6j5i_H 98.6 93.4
P05496 P36542 6j5i_V 6j5i_H 98.6 93.4
P05496 P36542 6j5j_AA 6j5j_H 98.6 93.4
P05496 P36542 6j5j_BA 6j5j_H 98.6 93.4
P05496 P36542 6j5j_CA 6j5j_H 98.6 93.4
P05496 P36542 5fl7_K 5fl7_G 64.3 41.3
P05496 P36542 5fl7_M 5fl7_G 64.3 41.3
P05496 P36542 5fl7_L 5fl7_G 64.3 41.3
P05496 P36542 2wpd_J 2wpd_G 65.2 39.1
P05496 P36542 2wpd_S 2wpd_G 65.2 39.1
P05496 P36542 6cp3_I 6cp3_R 65.2 39.1
P05496 P36542 6cp3_H 6cp3_R 65.2 39.1
P05496 P36542 6cp3_J 6cp3_R 65.2 39.1
P05496 P36542 6cp6_G 6cp6_R 65.2 39.1
P05496 P36542 6cp6_I 6cp6_R 65.2 39.1
P05496 P36542 6cp6_H 6cp6_R 65.2 39.1
P05496 P36542 6cp6_J 6cp6_R 65.2 39.1
P05496 P36542 6rd4_K 6rd4_Y 43.0 39.6
P05496 P36542 6rd4_L 6rd4_Y 43.0 39.6
P05496 P36542 6rd4_S 6rd4_Y 43.0 39.6
P05496 P36542 6rd4_R 6rd4_Y 43.0 39.6
P05496 P36542 6rd4_T 6rd4_Y 43.0 39.6
P05496 P36542 6rd9_K 6rd9_Y 43.0 39.6
P05496 P36542 6rd9_L 6rd9_Y 43.0 39.6
P05496 P36542 6rd9_S 6rd9_Y 43.0 39.6
P05496 P36542 6rd9_R 6rd9_Y 43.0 39.6
P05496 P36542 6rd9_T 6rd9_Y 43.0 39.6
P05496 P36542 6rdb_A 6rdb_N 43.0 39.6
P05496 P36542 6rdb_B 6rdb_N 43.0 39.6
P05496 P36542 6rdb_I 6rdb_N 43.0 39.6
P05496 P36542 6rdb_H 6rdb_N 43.0 39.6
P05496 P36542 6rdb_J 6rdb_N 43.0 39.6
P05496 P36542 6rdc_K 6rdc_Y 43.0 39.6
P05496 P36542 6rdc_M 6rdc_Y 43.0 39.6
P05496 P36542 6rdc_S 6rdc_Y 43.0 39.6
P05496 P36542 6rdc_T 6rdc_Y 43.0 39.6
P05496 P36542 6rde_A 6rde_N 43.0 39.6
P05496 P36542 6rde_C 6rde_N 43.0 39.6
P05496 P36542 6rde_B 6rde_N 43.0 39.6
P05496 P36542 6rde_I 6rde_N 43.0 39.6
P05496 P36542 6rde_J 6rde_N 43.0 39.6
P05496 P36542 6rdg_A 6rdg_N 43.0 39.6
P05496 P36542 6rdg_B 6rdg_N 43.0 39.6
P05496 P36542 6rdg_I 6rdg_N 43.0 39.6
P05496 P36542 6rdg_H 6rdg_N 43.0 39.6
P05496 P36542 6rdg_J 6rdg_N 43.0 39.6
P05496 P36542 6rdh_K 6rdh_Y 43.0 39.6
P05496 P36542 6rdh_L 6rdh_Y 43.0 39.6
P05496 P36542 6rdh_S 6rdh_Y 43.0 39.6
P05496 P36542 6rdh_R 6rdh_Y 43.0 39.6
P05496 P36542 6rdh_T 6rdh_Y 43.0 39.6
P05496 P36542 6rdi_K 6rdi_Y 43.0 39.6
P05496 P36542 6rdi_L 6rdi_Y 43.0 39.6
P05496 P36542 6rdi_S 6rdi_Y 43.0 39.6
P05496 P36542 6rdi_R 6rdi_Y 43.0 39.6
P05496 P36542 6rdi_T 6rdi_Y 43.0 39.6
P05496 P36542 6rdj_A 6rdj_N 43.0 39.6
P05496 P36542 6rdj_B 6rdj_N 43.0 39.6
P05496 P36542 6rdj_I 6rdj_N 43.0 39.6
P05496 P36542 6rdj_H 6rdj_N 43.0 39.6
P05496 P36542 6rdj_J 6rdj_N 43.0 39.6
P05496 P36542 6rdk_L 6rdk_Y 43.0 39.6
P05496 P36542 6rdk_S 6rdk_Y 43.0 39.6
P05496 P36542 6rdk_R 6rdk_Y 43.0 39.6
P05496 P36542 6rdk_T 6rdk_Y 43.0 39.6
P05496 P36542 6rdl_L 6rdl_Y 43.0 39.6
P05496 P36542 6rdl_S 6rdl_Y 43.0 39.6
P05496 P36542 6rdl_R 6rdl_Y 43.0 39.6
P05496 P36542 6rdl_T 6rdl_Y 43.0 39.6
P05496 P36542 6rdm_B 6rdm_N 43.0 39.6
P05496 P36542 6rdm_I 6rdm_N 43.0 39.6
P05496 P36542 6rdm_H 6rdm_N 43.0 39.6
P05496 P36542 6rdm_J 6rdm_N 43.0 39.6
P05496 P36542 6rdn_K 6rdn_Y 43.0 39.6
P05496 P36542 6rdn_L 6rdn_Y 43.0 39.6
P05496 P36542 6rdn_S 6rdn_Y 43.0 39.6
P05496 P36542 6rdn_R 6rdn_Y 43.0 39.6
P05496 P36542 6rdn_T 6rdn_Y 43.0 39.6
P05496 P36542 6rdo_K 6rdo_Y 43.0 39.6
P05496 P36542 6rdo_L 6rdo_Y 43.0 39.6
P05496 P36542 6rdo_S 6rdo_Y 43.0 39.6
P05496 P36542 6rdo_R 6rdo_Y 43.0 39.6
P05496 P36542 6rdo_T 6rdo_Y 43.0 39.6
P05496 P36542 6rdp_A 6rdp_N 43.0 39.6
P05496 P36542 6rdp_B 6rdp_N 43.0 39.6
P05496 P36542 6rdp_I 6rdp_N 43.0 39.6
P05496 P36542 6rdp_H 6rdp_N 43.0 39.6
P05496 P36542 6rdp_J 6rdp_N 43.0 39.6
P05496 P36542 6rdq_K 6rdq_Y 43.0 39.6
P05496 P36542 6rdq_S 6rdq_Y 43.0 39.6
P05496 P36542 6rdq_R 6rdq_Y 43.0 39.6
P05496 P36542 6rdq_T 6rdq_Y 43.0 39.6
P05496 P36542 6rdr_K 6rdr_Y 43.0 39.6
P05496 P36542 6rdr_S 6rdr_Y 43.0 39.6
P05496 P36542 6rdr_R 6rdr_Y 43.0 39.6
P05496 P36542 6rdr_T 6rdr_Y 43.0 39.6
P05496 P36542 6rds_A 6rds_N 43.0 39.6
P05496 P36542 6rds_I 6rds_N 43.0 39.6
P05496 P36542 6rds_H 6rds_N 43.0 39.6
P05496 P36542 6rds_J 6rds_N 43.0 39.6
P05496 P36542 6rdt_K 6rdt_Y 43.0 39.6
P05496 P36542 6rdt_S 6rdt_Y 43.0 39.6
P05496 P36542 6rdt_R 6rdt_Y 43.0 39.6
P05496 P36542 6rdt_T 6rdt_Y 43.0 39.6
P05496 P36542 6rdu_K 6rdu_Y 43.0 39.6
P05496 P36542 6rdu_S 6rdu_Y 43.0 39.6
P05496 P36542 6rdu_R 6rdu_Y 43.0 39.6
P05496 P36542 6rdu_T 6rdu_Y 43.0 39.6
P05496 P36542 6rdv_A 6rdv_N 43.0 39.6
P05496 P36542 6rdv_I 6rdv_N 43.0 39.6
P05496 P36542 6rdv_H 6rdv_N 43.0 39.6
P05496 P36542 6rdv_J 6rdv_N 43.0 39.6
P05496 P36542 6rdw_K 6rdw_Y 43.0 39.6
P05496 P36542 6rdw_L 6rdw_Y 43.0 39.6
P05496 P36542 6rdw_S 6rdw_Y 43.0 39.6
P05496 P36542 6rdw_R 6rdw_Y 43.0 39.6
P05496 P36542 6rdw_T 6rdw_Y 43.0 39.6
P05496 P36542 6rdx_K 6rdx_Y 43.0 39.6
P05496 P36542 6rdx_L 6rdx_Y 43.0 39.6
P05496 P36542 6rdx_S 6rdx_Y 43.0 39.6
P05496 P36542 6rdx_R 6rdx_Y 43.0 39.6
P05496 P36542 6rdx_T 6rdx_Y 43.0 39.6
P05496 P36542 6rdy_A 6rdy_N 43.0 39.6
P05496 P36542 6rdy_B 6rdy_N 43.0 39.6
P05496 P36542 6rdy_I 6rdy_N 43.0 39.6
P05496 P36542 6rdy_H 6rdy_N 43.0 39.6
P05496 P36542 6rdy_J 6rdy_N 43.0 39.6
P05496 P36542 6rdz_L 6rdz_Y 43.0 39.6
P05496 P36542 6rdz_S 6rdz_Y 43.0 39.6
P05496 P36542 6rdz_T 6rdz_Y 43.0 39.6
P05496 P36542 6re0_L 6re0_Y 43.0 39.6
P05496 P36542 6re0_S 6re0_Y 43.0 39.6
P05496 P36542 6re0_T 6re0_Y 43.0 39.6
P05496 P36542 6re1_B 6re1_N 43.0 39.6
P05496 P36542 6re1_I 6re1_N 43.0 39.6
P05496 P36542 6re1_J 6re1_N 43.0 39.6
P05496 P36542 6re2_K 6re2_Y 43.0 39.6
P05496 P36542 6re2_L 6re2_Y 43.0 39.6
P05496 P36542 6re2_S 6re2_Y 43.0 39.6
P05496 P36542 6re2_R 6re2_Y 43.0 39.6
P05496 P36542 6re2_T 6re2_Y 43.0 39.6
P05496 P36542 6re3_K 6re3_Y 43.0 39.6
P05496 P36542 6re3_L 6re3_Y 43.0 39.6
P05496 P36542 6re3_S 6re3_Y 43.0 39.6
P05496 P36542 6re3_R 6re3_Y 43.0 39.6
P05496 P36542 6re3_T 6re3_Y 43.0 39.6
P05496 P36542 6re4_A 6re4_N 43.0 39.6
P05496 P36542 6re4_B 6re4_N 43.0 39.6
P05496 P36542 6re4_I 6re4_N 43.0 39.6
